,Drates,Cluster,samp_rate,assay_rate
0,0.2095,100.0,0.9959,0.20187062365795497
1,0.201,50.0,0.9821,0.20085005923081387
2,0.2107,25.0,0.9132,0.22939954682435182
3,0.28,12.5,0.7265,0.37417255115508813
4,0.3473,6.25,0.4754,0.7257109892407079
5,0.2674,3.125,0.2729,0.9811010098185973
6,0.1488,1.5625,0.1488,0.9999828061665295
7,0.0748,0.78125,0.0748,0.999999999986498
8,0.0409,0.390625,0.0409,1.0
9,0.0186,0.1953125,0.0186,1.0
10,0.0094,0.09765625,0.0094,1.0
