,Drates,Cluster,samp_rate,assay_rate
0,0.9214,100.0,1.0,0.9187559449933531
1,0.9449,50.0,1.0,0.9440888897384379
2,0.9832,25.0,1.0,0.9836987458875432
3,0.9929,12.5,0.9973,0.9947156656239339
4,0.9428,6.25,0.9438,0.9991104656440137
5,0.7529,3.125,0.7529,0.9999997997083591
6,0.5085,1.5625,0.5085,0.9999999999999968
7,0.291,0.78125,0.291,1.0
8,0.1658,0.390625,0.1658,1.0
9,0.0855,0.1953125,0.0855,1.0
10,0.0426,0.09765625,0.0426,1.0
