,Drates,Cluster,samp_rate,assay_rate
0,0.4287,100.0,1.0,0.42779430797023216
1,0.4841,50.0,0.9987,0.474104794770526
2,0.5825,25.0,0.9412,0.6252742745985463
3,0.6577,12.5,0.7364,0.8863630576874831
4,0.4751,6.25,0.4767,0.9962508446479594
5,0.2728,3.125,0.2728,0.9999994392074909
6,0.1399,1.5625,0.1399,0.9999999999999943
7,0.0783,0.78125,0.0783,1.0
8,0.0367,0.390625,0.0367,1.0
9,0.0175,0.1953125,0.0175,1.0
10,0.008,0.09765625,0.008,1.0
