,Drates,Cluster,samp_rate,assay_rate
0,0.0206,100.0,0.4245,0.052050749430093544
1,0.0205,50.0,0.3405,0.06521116241011966
2,0.0232,25.0,0.2214,0.10723296236177547
3,0.0288,12.5,0.1218,0.24668468066143664
4,0.0415,6.25,0.0627,0.6563874452207994
5,0.0318,3.125,0.0328,0.9784682834895716
6,0.0166,1.5625,0.0166,0.9999837888153665
7,0.0085,0.78125,0.0085,0.9999999999995802
8,0.0042,0.390625,0.0042,1.0
9,0.0029,0.1953125,0.0029,1.0
10,0.0004,0.09765625,0.0004,1.0
