,Drates,Cluster,samp_rate,assay_rate
0,0.057,100.0,0.755,0.07179769074527785
1,0.067,50.0,0.467,0.13913684054579734
2,0.087,25.0,0.237,0.34541829730174756
3,0.101,12.5,0.124,0.8009224071212541
4,0.066,6.25,0.066,0.9966747650190315
5,0.03,3.125,0.03,0.9999991279820629
6,0.023,1.5625,0.023,1.0
7,0.007,0.78125,0.007,1.0
8,0.007,0.390625,0.007,1.0
9,0.001,0.1953125,0.001,1.0
10,0.001,0.09765625,0.001,1.0
