,Drates,Cluster,samp_rate,assay_rate
0,0.04,100.0,0.555,0.07052360205664727
1,0.033,50.0,0.545,0.07113278722925045
2,0.03,25.0,0.543,0.0736841057687366
3,0.038,12.5,0.524,0.07340723780832356
4,0.037,6.25,0.477,0.0825634743036713
5,0.041,3.125,0.414,0.09866604844311688
6,0.047,1.5625,0.275,0.16232703745791816
7,0.055,0.78125,0.172,0.3481434953825916
8,0.081,0.390625,0.097,0.7985655614650777
9,0.049,0.1953125,0.049,0.9956137898460156
10,0.015,0.09765625,0.015,0.9999998847205461
