,Drates,Cluster,samp_rate,assay_rate
0,0.003,100.0,0.032,0.042886039993961345
1,0.006,50.0,0.045,0.04348631019507479
2,0.0,25.0,0.042,0.044172333282061604
3,0.002,12.5,0.034,0.04606394105867964
4,0.001,6.25,0.028,0.05114037410285688
5,0.003,3.125,0.032,0.08035200918609053
6,0.002,1.5625,0.017,0.10620356030163688
7,0.002,0.78125,0.007,0.4157074625165022
8,0.002,0.390625,0.003,0.8374344427683252
9,0.001,0.1953125,0.001,0.9966173143329046
10,0.001,0.09765625,0.001,0.9999999861727351
