,Drates,Cluster,samp_rate,assay_rate
0,0.0508,100.0,0.7009,0.06800240887459527
1,0.0522,50.0,0.4549,0.11663119209198893
2,0.0718,25.0,0.2496,0.289841455300199
3,0.0929,12.5,0.1292,0.723752801134993
4,0.0622,6.25,0.0628,0.9869973493544415
5,0.0322,3.125,0.0322,0.9999908413851535
6,0.0146,1.5625,0.0146,0.9999999999998497
7,0.007,0.78125,0.007,1.0
8,0.0038,0.390625,0.0038,1.0
9,0.0028,0.1953125,0.0028,1.0
10,0.001,0.09765625,0.001,1.0
