,Drates,Cluster,samp_rate,assay_rate
0,0.6121,100.0,0.9911,0.615844948314516
1,0.6363,50.0,0.9781,0.6542245654500115
2,0.7308,25.0,0.9387,0.7792101355722687
3,0.7856,12.5,0.8483,0.9209119514228451
4,0.6897,6.25,0.6939,0.9953058522306752
5,0.4738,3.125,0.4738,0.9999970672923023
6,0.2928,1.5625,0.2928,0.9999999999997785
7,0.1613,0.78125,0.1613,1.0
8,0.0784,0.390625,0.0784,1.0
9,0.041,0.1953125,0.041,1.0
10,0.0189,0.09765625,0.0189,1.0
